title,description
Secretaria de Cultura quer retomar administração das Casas de Cultura da cidade,Anúncio foi realizado pelo secretário Juca Ferreira em conversa com moradores da região do M'Boi Mirim
Agricultura familiar traz alimentos orgânicos e integrais para a merenda escolar,Além de trazer mais qualidade para a comida nas escolas¢ compra de alimentos da agricultura familiar incentiva sustentabilidade
Controlador geral do município cobra envolvimento das empresas do setor imobiliário no combate à corrupção,Em seminário do Secovi¢ controlador destacou a participação de empresas do segmento no escândalo do ISS-Habite-se¢ que desviou mais de R$ 500 milhões dos cofres municipais
Prefeitura aumenta o piso salarial do magistério em mais de 15%,Com medida¢ piso dos profissionais do município passa a ser um dos maiores do País¢ de acordo com a CNTE. Restante dos profissionais também terá reajuste de 13¢43%. Prefeitura anunciou ainda concurso para 3¢5 mil vagas de professores
Programa "De Braços Abertos" realizou mais de 10 mil atendimentos de saúde,Levantamento mostra que programa tem 429 pessoas cadastradas¢ sendo 274 homens e 155 mulheres¬ maioria trabalha com varrição de rua e na Fábrica Verde¬ outras 112 pessoas estão em tratamento nos CAPs da região da Cracolândia
NOTA: Suspensão do Fechamento temporário da Feira da Madrugada,Prefeitura havia organizado o fechamento depois de constatar irregularidades¬ administração deverá recorrer da decisão
NOTA - Fechamento Temporário da Feira da Madrugada,Medida se fez necessária depois da constatação de irregularidades
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 12 de maio de 2014
Parque do Carmo recebe nova iluminação com mais de 400 pontos de luz,A revitalização faz parte das obras do entorno do Itaquerão. Lâmpadas de LED¢ alimentadas por energia solar¢ iluminarão o lago¢ considerado o espaço central do parque
Prefeitura emite novas autorizações para a Feira da Madrugada,As inscrições serão realizadas pela Subprefeitura Mooca¬ objetivo é regularizar aproximadamente 4.000 boxes do espaço
Prefeitura apresenta plano habitacional aos moradores da Vila da Paz para 2015,Plano prevê que 120 famílias que ocupam a área irão para Conjunto São Sebastião em abril do próximo ano e o restante das 276 famílias sejam reassentadas no Conjunto Iguape B¢ no segundo semestre de 2016. Área atual vem recebendo água e eletricidade
Nota: paralisação da empresa VIP Transportes – 12/05/2014,A SPTrans registrou¢ nesta segunda-feira¢ no 12º Distrito Policial (Pari)¢ um boletim de ocorrência pedindo apuração de responsabilidades pelos crimes de dano qualificado a patrimônio e atentado contra a segurança de meio de transporte
Agenda do prefeito Fernando Haddad,Terça-feira¢ 13 de maio de 2014
Prefeitura regulamenta lei que responsabiliza empresas por atos de corrupção,Decreto que regulamenta lei federal anticorrupção determina que investigação das irregularidades seja feita pela Controladoria Geral do Município (CGM). Empresas poderão ser multadas em até R$ 60 milhões ou de 20% do faturamento bruto
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 14 de maio de 2014
Prefeitura inaugura primeiro serviço municipal de ressonância magnética da zona leste,Aparelho instalado no Hospital Municipal Alípio Correa Netto¢ em Ermelino Matarazzo¢ tem capacidade de realizar mais de mil exames por mês
Piso dos professores da rede municipal é quase o dobro do piso nacional,Com o reajuste de 15¢38% proposto pelo prefeito Fernando Haddad na semana passada¢ o piso dos professores com nível superior com jornada semanal de 40 horas/aula passará dos atuais R$ 2.600 para R$ 3.000
Prefeitura instala gradil para liberar acesso em ruas próximas à Cracolândia,Medida foi tomada depois que os moradores da região reclamaram do fechamento das ruas para o tráfego de pedestres e veículos¬ cerca de 200 usuários de drogas estão na área interna do gradil
Secretaria de Serviços pretende levar queixas de moradores sobre lixo às concessionárias,Moradores de Perus reclamam da dificuldade dos caminhões coletores passarem por algumas ruas¬ secretário Simão Pedro defende punição severa aos grandes geradores de lixo
Secretaria Municipal do Verde e do Meio Ambiente anuncia plano de educação ambiental,Pasta também pretende implementar primeira central de triagem de material reciclável totalmente automatizada
Secretaria de Trabalho propõe o relançamento da Agência São Paulo de Desenvolvimento,Secretário Artur Henrique lembrou que atualmente existe apenas quatro unidades piloto da agência
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 15 de maio de 2014
Prefeitura já emitiu mais de R$ 20 milhões em autos de infração a empreendimentos suspeitos de fraude no ISS Habite-se,Ao todo¢ 111 empreendimentos receberam autos de infração¢ cujos pagamentos já somam cerca de R$ 800 mil
Ritmo de crescimento de casos de dengue diminui na cidade¢ mas situação ainda é de atenção,Total de casos registrados neste ano chegou a 5.093¢ 13% a mais do que o registrado na semana passada. Nas semanas anteriores¢ a média de crescimento estava estabilizada em 20%. Prefeitura de São Paulo pede apoio da população no combate ao mosquito
Outono: Baixas temperaturas e queda da umidade relativa do ar caracterizam estação,Prefeitura mantém ações assistenciais para pessoas em situação de rua
Therezinha Zerbini é homenageada na Prefeitura,Ato foi em reconhecimento à líder do primeiro movimento pela anistia a presos políticos durante a ditadura militar
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 16 de maio de 2014
Morro Doce ganha nova creche para 80 crianças,No Centro de Educação Infantil Eva Luiza Rosa serão atendidas crianças de zero a 3 anos. Unidade conveniada conta com amplo jardim para atividades ao ar livre
Prefeito defende a pluralidade da comunicação em encontro de blogueiros,Haddad participou nesta sexta-feira (16) do primeiro dia do IV Encontro Nacional de Blogueiros e Ativistas Digitais¢ que continua no sábado (17) e domingo (18). Prefeito defendeu a pluralidade e o espaço para todos os tipos de comunicação
Espetáculos da 10ª Virada Cultural atraem 4 milhões de pessoas,Prefeito assistiu espetáculos em diferentes palcos neste sábado (17). Atrações se apresentarão até às 18h de domingo (18) em praças e ruas do Centro¢ em toda a rede de CEUs e Sesc¢ além de pontos como o Theatro Municipal e o Mercadão
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 19 de maio de 2014
Após reforma¢ Estaiadinha é liberada ao trânsito de veículos,A ponte Orestes Quércia¢ conhecida como Estaiadinha¢ teve a circulação de veículos liberada nesta segunda-feira (19)¢ após passar por reforma e reparos. Incêndio em comunidade que ficava em terreno embaixo da ponte danificou estrutura
Bilhete Único diário entra em operação nesta segunda-feira (19),Modalidade temporal permite o uso ilimitado do sistema de transporte por 24horas. Usuários cadastrados pagam a tarifa de R$ 16 para utilizar ônibus¢ metrô e trens por um dia
Haddad defende prioridade ao transporte público em encontro da Frente Nacional de Prefeitos,Prefeito participou de mesa sobre modelos de tarifas para transporte públicona abertura da 65ª reunião geral da entidade
Prefeitura de São Paulo disponibiliza Manual de instalação dos Parklets para download,Qualquer calçada que respeite os termos do decreto pode ser estendida e a solicitação deverá ser feita à Subprefeitura
Agenda do prefeito Fernando Haddad,Terça-feira¢ 20 de maio de 2014
Haddad defende temas de interesses dos municípios para uma agenda federativa,Durante comemoração aos 25 anos da FNP¢ o prefeito falou sobre a importância de discussões para o aprofundamento das principais dificuldades enfrentadas pelas cidades
Unidade móvel de combate à violência contra a mulher já realizou 2 mil atendimentos na zona sul,Ônibus do programa “Mulher¢ viver sem violência” iniciou hoje as atividades na região de Cidade Ademar e Pedreira. Em junho será a vez de M’Boi Mirim e Campo Limpo
Haddad apresenta programa “De Braços Abertos” durante encontro com prefeitos,Prefeito presidiu última mesa de debates¢ que teve como tema “A aplicação da política de redução de danos no consumo urbano de drogas”. Prefeitos de várias cidades puderam expor problemas¢ ideias e programas desenvolvidos para a questão das drogas
Prefeito considera paralisação do transporte injustificável e inadmissível,Prefeitura pedirá providências ao Ministério Público Estadual (MPE) para que puna os responsáveis pelos atos de paralisação do transporte coletivo desta terça-feira (20).
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 21 de maio de 2014
Prefeitura suspende rodízio de veículos na tarde desta quarta-feira,Devido a paralisação dos ônibus no transporte público da Capital¢ os veículos com placas com finais 5 e 6 foram liberados para circular no horário de pico
Prefeitura notifica sindicatos e faz parceria com PM para garantir regularidade do transporte público,Ministério Público abriu inquérito para apurar responsabilidades dos transtornos causados na cidade devido à paralisação de motoristas e cobradores
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 22 de maio de 2014
Prefeitura aguarda decisão da Justiça do Trabalho sobre paralisação do transporte coletivo,Tribunal Regional do Trabalho realizará no início desta tarde audiência sobre a legalidade do movimento. Justiça reunirá sindicato patronal¢ trabalhadores e sindicato da categoria
Centrais de triagem automatizadas ampliarão reciclagem de resíduos na cidade,As unidades fazem parte de um projeto que prevê¢ até 2016¢ elevar de 1¢8% para 10% o volume de lixo reciclado
Casos de dengue avançam na cidade¬ ações de combate e prevenção são intensificadas,Total de casos registrados neste ano chegou a 6.005¢ 17¢9% a mais do que o registrado na semana passada. Um novo caso de óbito pela doença foi registrado. Prefeitura de São Paulo pede apoio da população no combate ao mosquito
Prefeitura estabelece parceria com iniciativa privada para restaurar a Vila Itororó,Serão investidos R$ 4 milhões para recuperar o palacete e as mais de 20 casas construídas na década de 1920
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 23 de maio de 2014
Secretaria de Cultura estuda a criação da Casa de Cultura em Ermelino Matarazzo,Anúncio foi realizado pelo secretário adjunto Alfredo Manevy em conversa com moradores da região de Ermelino Matarazzo
Decreto regulamenta apresentação de artistas de rua na cidade,Texto assinado pelo prefeito Fernando Haddad regulamenta a Lei 15.776/2013 e estabelece os horários e locais permitidos para as apresentações¢ os equipamentos que podem ser utilizados¢ as obrigações dos artistas e como será feita a fiscalização
Parque do Ibirapuera recebe Circuito São Paulo de Cultura,Ao longo do ano¢ equipamentos públicos receberão atrações de música¢ dança¢ teatro¢ circo e infantis. Programa municipal foi inaugurado no Parque do Ibirapuera com apresentação do grupo alemão SEEED com o rapper Criolo
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 26 de maio de 2014
Operação Baixas Temperaturas intensifica acolhimento da população de rua,Assistência Social tem 11 mil vagas disponíveis para a época mais fria do ano. Encaminhamento para locais protegidos é reforçado quando os termômetros registram 13° C ou menos.
Prefeitura apresenta bases para Agenda do Trabalho Decente em conjunto com a OIT,Agenda terá ações em três eixos para garantir a igualdade de oportunidades de empregos para gêneros e raças¢ combate ao trabalho infantil e para construir ambiente mais seguro e saudável. Comitê gestor será instituído para colaborar
Agenda do prefeito Fernando Haddad,Terça-feira¢ 27 de maio de 2014
Haddad e empreendedores debatem propostas apresentadas para a PPP da Iluminação Pública,Banco Interamericano de Desenvolvimento (BID) anunciou apoio técnico à PPP. Conclusão da avaliação dos estudos está prevista para julho
